Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Harry Potter and the Goblet of Fire,PS2,2005.0,Action,Electronic Arts,0.54,0.02,0.0,0.09,0.65,68.0,29.0,6.7,48.0,Electronic Arts,E10+
LittleBigPlanet,PSP,2009.0,Platform,Sony Computer Entertainment,0.64,1.22,0.01,0.67,2.54,87.0,68.0,7.8,98.0,"SCE/WWS, Media Molecule",E10+
Final Fantasy Chronicles,PS,2001.0,Role-Playing,Square,0.29,0.2,0.0,0.03,0.52,89.0,15.0,9.1,37.0,TOSE,T
Adventure Time: Finn & Jake Investigations,3DS,2015.0,Action,Little Orbit,0.03,0.05,0.0,0.01,0.08,,,,,,
ToeJam & Earl III: Mission to Earth,XB,2002.0,Action,Sega,0.09,0.02,0.0,0.0,0.11,,,,,,
Shrek: Ogres & Dronkeys,DS,2007.0,Simulation,Activision,0.26,0.0,0.0,0.02,0.28,,,,,,
Myst,PC,1994.0,Adventure,Red Orb,0.02,2.79,0.0,0.0,2.81,,,,,,
Routes PE,PS2,2007.0,Adventure,Aqua Plus,0.0,0.0,0.01,0.0,0.01,,,,,,
"Army Men World War: Land, Sea, Air",PS,2000.0,Action,3DO,0.17,0.12,0.0,0.02,0.3,,,,,,
Mega Man 6,NES,1993.0,Platform,Capcom,0.28,0.07,0.16,0.01,0.52,,,,,,
QuickSpot,DS,2006.0,Misc,Namco Bandai Games,0.01,0.0,0.13,0.0,0.14,68.0,18.0,tbd,,Namco,E10+
Metal Gear Ac!d 2,PSP,2005.0,Strategy,Konami Digital Entertainment,0.11,0.0,0.05,0.01,0.18,,,,,,
The Sims 3: Fast Lane Stuff,PC,2010.0,Simulation,Electronic Arts,0.01,0.05,0.0,0.02,0.08,,,5.4,14.0,The Sims Studio,T
NickToons: Racing,PS,2001.0,Racing,Hasbro Interactive,0.09,0.06,0.0,0.01,0.17,,,,,,
Rooms: The Main Building,DS,2010.0,Adventure,Nintendo,0.1,0.34,0.01,0.05,0.5,56.0,23.0,tbd,,HandMade Game,E
Shin Lucky * Star: Moe Drill ~Tabidachi~,DS,2007.0,Action,Kadokawa Shoten,0.0,0.0,0.07,0.0,0.07,,,,,,
Star Wars: Demolition,PS,2000.0,Racing,Activision,0.25,0.17,0.0,0.03,0.46,63.0,11.0,6.5,6.0,"Luxoflux, Inc.",T
Virtua Tennis 2009,X360,2009.0,Sports,Sega,0.12,0.18,0.0,0.03,0.33,70.0,43.0,6.2,15.0,Sumo Digital,E
Nep League DS,DS,2007.0,Sports,Jaleco,0.0,0.0,0.18,0.0,0.18,,,,,,
Murdered: Soul Suspect,XOne,2014.0,Action,Square Enix,0.08,0.07,0.0,0.01,0.16,51.0,17.0,7,130.0,Airtight Games,M
Resident Evil 5,PC,2009.0,Action,Capcom,0.01,0.04,0.0,0.01,0.07,86.0,30.0,7.1,597.0,Capcom,M
Paws & Claws: Marine Rescue,DS,2011.0,Simulation,THQ,0.06,0.0,0.0,0.0,0.06,,,,,,
Madden NFL 10,PSP,2009.0,Sports,Electronic Arts,0.5,0.08,0.0,0.08,0.66,,,7.8,5.0,EA Tiburon,E
Shrek 2: Beg for Mercy,GBA,2004.0,Adventure,Activision,0.42,0.15,0.0,0.01,0.58,,,,,,
Burnout 2: Point of Impact,PS2,2002.0,Racing,Acclaim Entertainment,0.42,0.32,0.0,0.11,0.85,86.0,31.0,8.2,48.0,Criterion Games,E
Conception: Please Give Birth to My Child!,PSP,2012.0,Role-Playing,Spike,0.0,0.0,0.08,0.0,0.08,,,,,,
4 Game Fun Pack: Monopoly / Boggle / Yahtzee / Battleship,DS,2005.0,Misc,Atari,0.1,0.0,0.0,0.01,0.11,,,,,,
Crows: Burning Edge,PS4,2016.0,Action,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,,,,,,
EverGrace,PS2,2000.0,Role-Playing,Ubisoft,0.1,0.08,0.15,0.03,0.35,59.0,12.0,7.8,4.0,From Software,T
Rugby Challenge 3,X360,2016.0,Sports,Alternative Software,0.0,0.02,0.0,0.0,0.02,,,tbd,,Wicked Witch Software,E
uDraw Studio: Instant Artist,X360,2011.0,Misc,THQ,0.01,0.01,0.0,0.0,0.02,54.0,5.0,5.7,6.0,THQ,E
Sega Rally Revo,PC,2007.0,Racing,Sega,0.0,0.01,0.0,0.0,0.01,74.0,9.0,7.6,18.0,SEGA Racing Studio,E
Poyo Poyo Kansatsu Nikki,3DS,2012.0,Action,IE Institute,0.0,0.0,0.02,0.0,0.02,,,,,,
Are You Smarter than a 5th Grader? Make the Grade,DS,2008.0,Misc,THQ,0.36,0.0,0.0,0.03,0.39,,,tbd,,THQ,E
BeatMania,PS2,2006.0,Simulation,Konami Digital Entertainment,0.03,0.03,0.0,0.01,0.07,67.0,30.0,8.9,11.0,Konami,E10+
Ultimate Board Game Collection,PS2,2006.0,Misc,Xplosiv,0.01,0.0,0.0,0.0,0.01,37.0,6.0,tbd,,Jack of All Games,E
Power Rangers: Dino Thunder,GBA,2003.0,Action,THQ,0.35,0.13,0.0,0.01,0.49,49.0,5.0,,,Natsume,E
SafeCracker: The Ultimate Puzzle Adventure,DS,2009.0,Puzzle,The Adventure Company,0.07,0.06,0.0,0.01,0.14,43.0,4.0,tbd,,Firehazard Studio,E
SpongeBob: HeroPants,X360,2015.0,Platform,Activision,0.08,0.0,0.0,0.01,0.09,,,3.4,20.0,Activision,E
Brothers In Arms DS,DS,2007.0,Shooter,Ubisoft,0.03,0.0,0.0,0.0,0.04,72.0,27.0,8,25.0,Gameloft,T
Bass Pro Shops: The Strike,Wii,2009.0,Sports,XS Games,0.44,0.0,0.0,0.03,0.48,,,7.6,5.0,Piranha Games,E
Pro Yakyuu Family Stadium '87,NES,1987.0,Sports,Namco Bandai Games,0.12,0.0,1.3,0.0,1.42,,,,,,
Prince of Persia: The Sands of Time,GC,2003.0,Action,Ubisoft,0.25,0.06,0.0,0.01,0.32,92.0,33.0,8.4,41.0,Ubisoft,T
IL-2 Sturmovik: Cliffs of Dover,PC,2011.0,Simulation,Ubisoft,0.0,0.04,0.0,0.01,0.05,60.0,13.0,7.1,114.0,1C: Maddox Games,T
Formula 1 06,PS2,2006.0,Racing,Sony Computer Entertainment,0.0,0.0,0.04,0.0,0.04,,,,,,
Saint Seiya: Soldiers' Soul,PS3,2015.0,Fighting,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,,,6.3,4.0,Dimps Corporation,T
Tom Clancy's EndWar,DS,2008.0,Strategy,Ubisoft,0.08,0.01,0.0,0.01,0.09,69.0,11.0,5.8,4.0,"Funatics Software, Funatics",T
Obscure: The Aftermath,PSP,2009.0,Action,Playlogic Game Factory,0.05,0.03,0.0,0.01,0.09,66.0,25.0,8.2,20.0,Hydravision,M
Hyperdimension Neptunia Victory II,PS4,2015.0,Role-Playing,Idea Factory International,0.0,0.0,0.04,0.0,0.04,,,,,,
Resident Evil 4,GC,2005.0,Action,Capcom,0.98,0.42,0.22,0.06,1.69,96.0,82.0,9.4,767.0,Capcom,M
NASCAR Heat 2002,XB,2001.0,Racing,Infogrames,0.15,0.04,0.0,0.01,0.2,78.0,18.0,tbd,,Monster Games Inc.,E
Harukanaru Toki no Naka de Yumenoukihashi Special,PS2,2009.0,Adventure,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,,,,,,
Tsuyo Kiss 2 Portable,PSP,2010.0,Adventure,NetRevo,0.0,0.0,0.02,0.0,0.02,,,,,,
God of War II,PS2,2007.0,Action,Sony Computer Entertainment,2.32,0.04,0.04,1.67,4.07,93.0,70.0,8.9,709.0,SCE Santa Monica,M
ReCore,XOne,2016.0,Action,Microsoft Game Studios,0.08,0.05,0.0,0.01,0.15,63.0,75.0,6.6,445.0,"Armature Studio, comcept",T
Let's Play Garden,Wii,2010.0,Simulation,Deep Silver,0.02,0.0,0.0,0.0,0.02,,,tbd,,Deep Silver,E
Freedom Wars,PSV,2014.0,Role-Playing,Sony Computer Entertainment,0.15,0.1,0.32,0.08,0.65,73.0,39.0,8.3,265.0,"Dimps Corporation, SCE Japan Studio",T
Naruto Shippuden: Ultimate Ninja Storm 3,PS3,2013.0,Fighting,Namco Bandai Games,0.32,0.32,0.15,0.15,0.93,77.0,32.0,7.9,187.0,CyberConnect2,T
Vietcong: Purple Haze,PS2,2004.0,Shooter,Gathering of Developers,0.09,0.07,0.0,0.02,0.18,48.0,11.0,4.3,6.0,Coyote Developments,M
Stake: Fortune Fighters,XB,2003.0,Fighting,Metro 3D,0.02,0.01,0.0,0.0,0.02,26.0,8.0,3.7,6.0,Gameness Art Software,T
Dynasty Warriors: Gundam 2,PS2,2008.0,Action,Namco Bandai Games,0.04,0.03,0.25,0.01,0.34,52.0,8.0,6.5,8.0,Omega Force,T
Pokemon Snap,N64,1999.0,Simulation,Nintendo,2.23,0.68,0.66,0.06,3.63,,,,,,
Earth Defense Force 2017 (old JP sales),X360,2006.0,Shooter,D3Publisher,0.0,0.0,0.02,0.0,0.02,,,,,,
Rising Zan: The Samurai Gunman,PS,1998.0,Action,Agetec,0.01,0.01,0.0,0.0,0.02,,,,,,
Jackass the Game,PSP,2007.0,Action,Empire Interactive,0.09,0.08,0.0,0.05,0.22,58.0,21.0,7,12.0,Sidhe Interactive,M
Batman Begins,XB,2005.0,Action,Electronic Arts,0.16,0.04,0.0,0.01,0.21,65.0,56.0,7.1,21.0,Eurocom Entertainment Software,T
1701 A.D.,PC,2006.0,Simulation,Deep Silver,0.0,0.25,0.0,0.04,0.3,79.0,30.0,8.3,38.0,Related Designs,E10+
Deal or No Deal,DS,2007.0,Misc,Mindscape,1.15,0.4,0.0,0.15,1.7,20.0,13.0,1.9,41.0,Artefacts Studio,E
Super Mario 64,DS,2004.0,Platform,Nintendo,5.01,3.07,1.25,0.97,10.3,,,,,,
Avatar: The Last Airbender - Into the Inferno,PS2,2008.0,Adventure,THQ,0.12,0.09,0.0,0.03,0.25,,,,,,
Dragon Quest Monsters: Battle Road Victory,Wii,2010.0,Strategy,Square Enix,0.0,0.0,0.32,0.0,0.32,,,,,,
Tony Hawk's Downhill Jam,DS,2006.0,Sports,Activision,0.2,0.0,0.0,0.02,0.22,76.0,34.0,7,7.0,Vicarious Visions,E
Teenage Mutant Ninja Turtles 2: Battle Nexus,PS2,2004.0,Action,Konami Digital Entertainment,0.22,0.17,0.0,0.06,0.44,47.0,25.0,7.8,12.0,KCE Studios,T
L.G.S: Shinsetsu Houshinengi,PSP,2012.0,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,,
Smart Kid's Mega Game Mix,DS,2009.0,Misc,UFO Interactive,0.01,0.0,0.0,0.0,0.01,,,tbd,,,
Hyrule Warriors,3DS,2016.0,Action,Nintendo,0.17,0.13,0.11,0.03,0.43,,,,,,
Star Wars: Empire at War,PC,2006.0,Strategy,LucasArts,0.01,0.06,0.0,0.01,0.08,79.0,45.0,8.4,240.0,Petroglyph,T
Fear Effect 2: Retro Helix,PS,2001.0,Action,Eidos Interactive,0.1,0.07,0.0,0.01,0.18,84.0,15.0,8.9,17.0,Kronos Digital Entertainment,M
Sonic Chronicles: The Dark Brotherhood,DS,2008.0,Role-Playing,Sega,0.5,0.29,0.01,0.08,0.88,74.0,55.0,7.3,81.0,BioWare,E
NBA Live 2002,PS,2001.0,Sports,Electronic Arts,0.29,0.19,0.0,0.03,0.52,81.0,6.0,8.8,9.0,EA Canada,E
R: Racing Evolution,PS2,2003.0,Racing,Namco Bandai Games,0.14,0.11,0.0,0.04,0.28,66.0,35.0,6.2,5.0,Namco,T
A Bug's Life,PS,1998.0,Platform,Sony Computer Entertainment,1.96,0.72,0.0,0.11,2.79,,,,,,
NBA 2K15,X360,2014.0,Sports,Take-Two Interactive,1.35,0.11,0.0,0.17,1.63,,,3,40.0,Visual Concepts,E
Majin and the Forsaken Kingdom,PS3,2010.0,Adventure,Namco Bandai Games,0.09,0.13,0.01,0.05,0.29,72.0,49.0,7.9,35.0,Game Republic,T
Tom Clancy's Ghost Recon Advanced Warfighter,X360,2006.0,Shooter,Ubisoft,1.4,0.02,0.02,0.1,1.54,90.0,78.0,8,215.0,Ubisoft Paris,T
GoldenEye 007 (2010),Wii,2010.0,Action,Activision,0.84,0.7,0.13,0.16,1.83,,,,,,
The Incredible Hulk,PS3,2008.0,Action,Sega,0.22,0.02,0.0,0.02,0.26,55.0,26.0,6.8,20.0,Edge of Reality,T
Petz: Horse Club,Wii,2008.0,Misc,Ubisoft,0.2,0.0,0.0,0.02,0.21,,,tbd,,Phoenix Interactive Entertainment,E
Bomberman Party Edition,PS,1998.0,Puzzle,Virgin Interactive,0.07,0.05,0.0,0.01,0.12,79.0,6.0,8.3,6.0,Metro,E
Portal 2,PS3,2011.0,Shooter,Valve,0.83,0.6,0.02,0.24,1.7,95.0,54.0,8.4,937.0,Valve Software,E10+
Cake Mania: Baker's Challenge,PSP,2008.0,Puzzle,Destineer,0.03,0.0,0.0,0.0,0.03,,,tbd,,Coresoft,E
"What Did I Do to Deserve This, My Lord!? 2",PSP,2008.0,Role-Playing,Nippon Ichi Software,0.06,0.0,0.18,0.01,0.25,,,,,,
Medabots Dual: Kabuto / Kuwagata,3DS,2013.0,Role-Playing,Rocket Company,0.0,0.0,0.08,0.0,0.08,,,,,,
Ninja Gaiden 3,X360,2012.0,Action,Tecmo Koei,0.16,0.05,0.03,0.02,0.25,58.0,39.0,4.4,136.0,Team Ninja,M
Pokemon Conquest,DS,2012.0,Role-Playing,Nintendo,0.56,0.05,0.37,0.04,1.02,80.0,40.0,8.2,89.0,Koei,E
Silent Hunter III,PC,2005.0,Simulation,Ubisoft,0.0,0.07,0.0,0.01,0.08,90.0,23.0,7.9,95.0,Ubisoft,T
ESPN NHL 2K5,XB,2004.0,Sports,Global Star,0.32,0.09,0.0,0.02,0.42,88.0,32.0,8.5,14.0,Kush Games,E
Knights in the Nightmare,DS,2008.0,Role-Playing,Sting,0.06,0.0,0.02,0.0,0.08,76.0,25.0,8.6,23.0,Sting,T
2 Games in 1: Sonic Battle & ChuChu Rocket!,GBA,2005.0,Misc,THQ,0.44,0.16,0.0,0.01,0.61,,,,,,
Diablo III,XOne,2014.0,Role-Playing,Activision,0.36,0.24,0.0,0.06,0.66,,,,,,
Tiger Woods PGA Tour 2003,PS2,2002.0,Sports,Electronic Arts,0.8,0.63,0.0,0.21,1.64,88.0,18.0,8.9,18.0,EA Sports,E
Remington Super Slam Hunting: Africa,Wii,2010.0,Sports,Mastiff,0.25,0.0,0.0,0.02,0.27,,,tbd,,Mastiff,T
Sid Meier's Civilization Revolution,DS,2008.0,Strategy,Take-Two Interactive,0.37,0.03,0.02,0.03,0.44,80.0,26.0,7.7,21.0,Firaxis Games,E10+
Kimikare: New Semester,PSP,2012.0,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,,
Dead or Alive 4,X360,2005.0,Fighting,Tecmo Koei,0.3,0.03,0.1,0.03,0.47,85.0,76.0,8.2,223.0,Team Ninja,M
Jikkyou Powerful Pro Yakyuu 10 Chou Ketteiban: 2003 Memorial,PS2,2003.0,Sports,Konami Digital Entertainment,0.0,0.0,0.2,0.0,0.2,,,,,,
Star Wars: Battlefront II,PSP,2005.0,Shooter,LucasArts,1.05,0.05,0.01,0.1,1.21,69.0,22.0,8.5,111.0,Savage Entertainment,T
Conflict: Desert Storm,PS2,2002.0,Shooter,Gotham Games,0.98,0.53,0.0,0.06,1.57,55.0,10.0,8.6,45.0,Pivotal Games,T
ShellShock 2: Blood Trails,PS3,2009.0,Shooter,Eidos Interactive,0.04,0.03,0.0,0.01,0.08,35.0,18.0,4.8,27.0,Rebellion,M
Battle Arena Toshinden 3,PS,1996.0,Fighting,Sony Computer Entertainment,0.06,0.04,0.14,0.02,0.27,,,,,,
Action Man-Operation Extreme,PS,,Action,,0.05,0.03,0.0,0.01,0.09,,,,,,
Ice Age 2: The Meltdown,GC,2006.0,Platform,Vivendi Games,0.15,0.04,0.0,0.01,0.19,67.0,9.0,tbd,,Vivendi Games,E10+
Final Fantasy I & II,NES,1994.0,Role-Playing,Square,0.0,0.0,0.11,0.0,0.11,,,,,,
Guitar Freaks V & DrumMania V,PS2,2006.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,,,,
Star Driver: Kagayaki no Takuto - Ginga Bishounen Densetsu,PSP,2011.0,Adventure,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05,,,,,,
Shadow Ops: Red Mercury,XB,2004.0,Shooter,Atari,0.11,0.03,0.0,0.01,0.15,61.0,45.0,6.1,14.0,Zombie,T
Sunrise Eiyuutan R,PS2,2000.0,Role-Playing,Sunrise Interactive,0.0,0.0,0.06,0.0,0.06,,,,,,
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,PS2,2005.0,Platform,Global Star,0.05,0.04,0.0,0.01,0.1,49.0,9.0,8,11.0,High Voltage Software,E10+
Madden NFL 2003,PS2,2002.0,Sports,Electronic Arts,3.36,0.21,0.01,0.56,4.14,95.0,25.0,7.7,65.0,EA Sports,E
Call of Juarez: Bound in Blood,X360,2009.0,Shooter,Ubisoft,0.3,0.24,0.0,0.06,0.6,77.0,77.0,7.6,94.0,Techland,M
Disney's Hide & Sneak,GC,2003.0,Action,Capcom,0.03,0.01,0.0,0.0,0.03,,,,,,
007 Racing,PS,2000.0,Racing,Electronic Arts,0.3,0.2,0.0,0.03,0.53,51.0,16.0,4.6,14.0,Eutechnyx,T
Rhythm Thief & the Emperor's Treasure,3DS,2012.0,Misc,Sega,0.07,0.07,0.12,0.01,0.27,,,,,,
NERF N-Strike,Wii,2008.0,Shooter,Electronic Arts,0.91,0.09,0.0,0.09,1.09,66.0,13.0,4.4,7.0,"EA Redwood Shores, EA Salt Lake",E10+
Terraria,PC,2011.0,Action,Unknown,0.0,0.13,0.0,0.01,0.14,83.0,29.0,8.5,1613.0,Re-Logic,T
Overwatch,XOne,2016.0,Shooter,Activision,0.63,0.33,0.0,0.1,1.06,91.0,18.0,5.6,668.0,Blizzard Entertainment,T
Titanfall 2,XOne,2016.0,Shooter,Electronic Arts,0.37,0.15,0.0,0.05,0.57,87.0,31.0,8,261.0,Respawn Entertainment,M
Tak 2: The Staff of Dreams,GBA,2004.0,Platform,THQ,0.33,0.12,0.0,0.01,0.46,45.0,5.0,tbd,,Avalanche Software,E
Growlanser Generations,PS2,2003.0,Role-Playing,Atlus,0.06,0.04,0.0,0.01,0.11,81.0,19.0,7.7,19.0,Career Soft,T
The Activision Decathlon,2600,1982.0,Sports,Activision,0.52,0.03,0.0,0.01,0.55,,,,,,
Chuck E. Cheese's Sports Games,Wii,2011.0,Sports,UFO Interactive,0.02,0.0,0.0,0.0,0.02,,,tbd,,UFO Interactive,E
Pet Vet: Down Under,DS,2009.0,Simulation,Deep Silver,0.04,0.0,0.0,0.0,0.05,,,,,Braingame,E
Tetris 2,NES,1993.0,Puzzle,Nintendo,0.62,0.13,0.21,0.02,0.98,,,,,,
inFAMOUS: Second Son,PS4,2014.0,Action,Sony Computer Entertainment,1.28,0.98,0.07,0.46,2.79,80.0,90.0,7.9,2944.0,Sucker Punch,T
Starshot: Space Circus Fever,N64,1998.0,Platform,Infogrames,0.02,0.01,0.0,0.0,0.03,,,,,,
Hot Wheels: Stunt Track Challenge,GBA,2004.0,Racing,THQ,0.32,0.12,0.0,0.01,0.45,,,tbd,,Climax Group,E
The Idolm@ster: Shiny Festa - Honey Sound / Funky Note / Groovy Tune,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17,,,,,,
Fantasia: Music Evolved,XOne,2014.0,Misc,Disney Interactive Studios,0.11,0.03,0.0,0.01,0.15,77.0,48.0,7.5,67.0,Harmonix Music Systems,E10+
Yakuza: Dead Souls,PS3,2011.0,Shooter,Sega,0.09,0.06,0.42,0.03,0.6,64.0,55.0,7.4,69.0,Ryu ga Gotoku Studios,M
The Wild Thornberrys Movie,GBA,2002.0,Platform,THQ,0.25,0.09,0.0,0.01,0.34,,,tbd,,Human Soft,E
San-X Land: Theme Park de Asobou!,DS,2006.0,Action,MTO,0.0,0.0,0.04,0.0,0.04,,,,,,
Kirby's Dream Land 2,GB,1995.0,Platform,Nintendo,0.69,0.14,1.48,0.05,2.36,,,,,,
Sonic X: Game Boy Advance Video Volume 1,GBA,2004.0,Misc,,0.19,0.07,0.0,0.0,0.27,,,,,,
Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon (JP sales),PS2,2008.0,Role-Playing,Atlus,0.0,0.0,0.17,0.0,0.17,,,,,,
Durarara!! 3-way Standoff,PSP,2010.0,Adventure,ASCII Media Works,0.0,0.0,0.05,0.0,0.05,,,,,,
Heroes of Mana,DS,2007.0,Strategy,Square Enix,0.07,0.01,0.05,0.01,0.14,66.0,32.0,tbd,,Brownie Brown,E10+
Major League Baseball 2K9,PS3,2009.0,Sports,Spike,0.16,0.0,0.0,0.01,0.17,61.0,19.0,4,6.0,2K Sports,E
Army Men World War: Team Assault,PS,2001.0,Action,3DO,0.06,0.04,0.0,0.01,0.1,,,,,,
Harry Potter and the Chamber of Secrets,XB,2002.0,Action,Electronic Arts,0.27,0.08,0.0,0.01,0.36,77.0,13.0,7.2,12.0,Eurocom Entertainment Software,E
WordJong Party,Wii,2008.0,Puzzle,Destineer,0.16,0.0,0.0,0.01,0.17,,,tbd,,Magellan Interactive,E
Let's Dance with Mel B,Wii,2011.0,Sports,Black Bean Games,0.0,0.02,0.0,0.0,0.02,,,tbd,,Lightning Fish Games,T
Barbie: Groom and Glam Pups,DS,2010.0,Action,THQ,0.25,0.14,0.0,0.04,0.43,,,tbd,,Game Machine Studios,E
Folklore,PS3,2007.0,Role-Playing,Sony Computer Entertainment,0.2,0.04,0.05,0.03,0.32,75.0,55.0,8.2,145.0,"Game Republic, JapanStudio",T
Mr Bean's Wacky World of Wii,Wii,2009.0,Adventure,Blast! Entertainment Ltd,0.0,0.05,0.0,0.0,0.05,,,tbd,,Blast! Entertainment Ltd,E
Monster Garage,XB,2004.0,Strategy,Activision Value,0.05,0.01,0.0,0.0,0.06,38.0,5.0,tbd,,Activision Value,T
Uncharted: The Nathan Drake Collection,PS4,2015.0,Action,Sony Computer Entertainment,2.07,1.71,0.08,0.76,4.62,86.0,78.0,8.1,1264.0,Bluepoint Games,T
Yoshi Touch & Go (JP sales),DS,2005.0,Platform,Nintendo,0.0,0.0,0.22,0.0,0.22,,,,,,
Steins;Gate,PS3,2012.0,Adventure,PQube,0.01,0.02,0.02,0.01,0.06,83.0,8.0,8.7,51.0,Nitro+,M
New Carnival Games,Wii,2010.0,Misc,Take-Two Interactive,0.33,0.21,0.0,0.05,0.59,,,tbd,,Cat Daddy Games,E
Dynasty Warriors: Gundam 2,PS3,2008.0,Action,Namco Bandai Games,0.09,0.06,0.32,0.03,0.49,54.0,22.0,7,28.0,Omega Force,T
Wreckless: ThE YaKuza MisSiOns,XB,2002.0,Racing,Activision,0.42,0.11,0.02,0.02,0.57,74.0,36.0,5.2,13.0,Bunkasha Publishing,T
WRC 2: FIA World Rally Championship,PC,2011.0,Racing,Ubisoft,0.0,0.02,0.0,0.0,0.02,,,,,,
Lunar: Silver Star Story Complete,SAT,1997.0,Role-Playing,Kadokawa Shoten,0.0,0.0,0.21,0.0,0.21,,,,,,
The Orange Box,PS3,2007.0,Shooter,Electronic Arts,0.28,0.58,0.0,0.21,1.06,89.0,21.0,8.4,188.0,EA Games,M
Street Fighter Collection,PS,1997.0,Fighting,Capcom,0.0,0.0,0.09,0.01,0.1,,,,,,
Hiiro no Kakera: Shin Tamayori Hime Denshou,PS2,2009.0,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01,,,,,,
Wario Land II,GB,1997.0,Platform,Nintendo,0.7,0.35,0.39,0.04,1.48,,,,,,
Phineas and Ferb,DS,2009.0,Action,Disney Interactive Studios,1.32,0.37,0.0,0.15,1.84,80.0,4.0,4.5,8.0,Altron,E
Dance Dance Revolution: Hottest Party 2,Wii,2008.0,Simulation,Konami Digital Entertainment,0.94,0.48,0.01,0.15,1.58,69.0,8.0,6.8,6.0,Konami,E10+
Watch Dogs 2,XOne,2016.0,Action,Ubisoft,0.17,0.16,0.0,0.03,0.36,83.0,9.0,7.7,131.0,Ubisoft Montreal,M
RIGS: Mechanized Combat League,PS4,2016.0,Action,Sony Computer Entertainment,0.03,0.05,0.01,0.02,0.11,79.0,42.0,7.9,76.0,Guerilla Cambridge,T
Powerbike,DS,2009.0,Racing,Majesco Entertainment,0.01,0.0,0.0,0.0,0.02,,,tbd,,Tornado Studios,E
FIFA 17,PS3,2016.0,Sports,Electronic Arts,0.05,0.55,0.03,0.1,0.73,,,3.3,21.0,"EA Sports, EA Vancouver",E
Nobunaga no Yabou: Tendou with Power-Up Kit,PS3,2011.0,Strategy,Tecmo Koei,0.0,0.0,0.07,0.0,0.07,,,,,,
God Eater Resurrection,PSV,2015.0,Action,Namco Bandai Games,0.0,0.0,0.19,0.0,0.19,,,8.8,17.0,"Shift, Bandai Namco Games",T
Hyperdimension Neptunia Victory,PSV,2014.0,Role-Playing,Compile Heart,0.0,0.0,0.07,0.0,0.07,,,,,,
Stuntman: Ignition,PS2,2007.0,Racing,THQ,0.13,0.1,0.0,0.03,0.27,71.0,8.0,6.4,8.0,Paradigm Entertainment,T
Looney Tunes Racing,PS,2000.0,Racing,Infogrames,0.16,0.11,0.0,0.02,0.29,71.0,11.0,tbd,,Circus Freak,E
Hisshou Pachinko * Pachi-Slot Kouryaku Series Portable Vol. 2: CR Evangelion - Hajimari no Fukuin,PSP,2010.0,Misc,D3Publisher,0.0,0.0,0.02,0.0,0.02,,,,,,
Garfield: Lasagna World Tour,PS2,2007.0,Action,Blast! Entertainment Ltd,0.08,0.06,0.0,0.02,0.17,,,tbd,,EKO Software,E
Titanfall 2,PS4,2016.0,Shooter,Electronic Arts,0.34,0.25,0.05,0.12,0.75,89.0,56.0,8.4,704.0,Respawn Entertainment,M
SimAnimals Africa,Wii,2009.0,Simulation,Electronic Arts,0.1,0.01,0.0,0.01,0.12,53.0,7.0,tbd,,Electronic Arts,E
Zoo Tycoon 2,PC,2004.0,Strategy,Microsoft Game Studios,0.0,0.05,0.0,0.01,0.06,72.0,34.0,8.1,43.0,Blue Fang Games,E
NASCAR 2011: The Game,PS3,2011.0,Racing,Activision,0.25,0.0,0.0,0.02,0.27,62.0,16.0,3.7,15.0,Eutechnyx,E
The Idolmaster: Platinum Stars,PS4,2016.0,Simulation,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,,,,,,
Phantasy Star Nova,PSV,2014.0,Role-Playing,Sega,0.0,0.0,0.19,0.0,0.19,,,,,,
EverQuest Online Adventures,PS2,2003.0,Role-Playing,Sony Online Entertainment,0.21,0.16,0.0,0.05,0.43,74.0,22.0,8.2,33.0,Sony Online Entertainment,T
Way of the Samurai 4,PS3,2011.0,Action,Nippon Ichi Software,0.0,0.03,0.16,0.01,0.19,58.0,25.0,6.5,15.0,Acquire,M
Women's Volleyball Championship,PS2,2007.0,Sports,Spike,0.0,0.0,0.03,0.0,0.03,32.0,7.0,4,4.0,Spike,E
James Bond 007: Agent Under Fire,XB,2002.0,Shooter,Electronic Arts,0.65,0.22,0.0,0.03,0.9,71.0,16.0,7.5,15.0,Electronic Arts,T
Gauntlet: Dark Legacy,GC,2002.0,Action,Midway Games,0.14,0.04,0.0,0.0,0.18,60.0,20.0,9.1,16.0,Midway,T
"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",Wii,2007.0,Action,Activision,0.5,0.03,0.0,0.05,0.57,,,,,,
